TX_DATA_0,TX_DATA_1,TX_DATA_2,TX_DATA_3,TX_DATA_4,TX_DATA_5,TX_DATA_6,TX_DATA_7,TX_DATA_8,TX_DATA_9,TX_DATA_10,TX_DATA_11
a1a3c882,a0a54282,a1028203,a1a8078c,a1438986,a142471a,a4c84280,a3478000,a2e50202,a0928905,a1000313,a002861a
a0010504,a042860d,a4024ba9,a2a40413,a0010385,a0a04904,a0245280,a7230400,a2250191,a0a180c9,a0e38797,a1c60319
a0c4d426,a2008887,a2284089,a001899c,a1804c82,a0088203,a721410f,a760c3a1,a2254184,a182d2a3,a041438f,a0020827
a0848007,a120c688,a08a8216,a60280b9,a148050e,a0a06888,a1800788,a121410a,a5614b86,a4a1c886,a086410a,a2069b06
a143120f,a28c511d,a200cc80,a2c09185,a103222f,a066cc11,a3a1da80,a1014480,a12201b7,a5c20011,a061c81f,a1c3840d
a0c30e03,a06c8800,a141c309,a0a2c482,a280c303,a0660300,a0600288,a1a64580,a2e2c280,a0611780,a209c39b,a061c901
a0e1c312,a040418b,a2418706,a0420809,a200190a,a289c009,a241c50b,a0638106,a0604505,a2a08004,a0208182,a2e08320
a1600483,a0204492,a3a9080b,a3e24886,a0030b93,a0048215,a10041a6,a0410d80,a1c6993d,a0618483,a0420d05,a1028623
a040ce0d,a4604188,a1e2cba5,a1838887,a0e702ae,a0000c1d,a0c04783,a1814509,a24dc50f,a001c501,a144c387,a1a2050f
a3e28a80,a02dea00,a0e04284,a1c1c701,a0c58013,a026c40b,a021ce0e,a1c05180,a162d086,a0848985,a103068c,a2618216
a2828783,a0c38612,a201010a,a0a4c003,a1a00495,a003060b,a0610eab,a262437f,a063c915,a0040580,a485801f,a004c28c
a080801a,a0404103,a040871f,a2e04607,a181800e,a0c04201,a0eb8120,a1664c26,a34ac5b2,a0c28201,a0c042bc,a0840984
a2e2401d,a7204585,a4e4cc8b,a063c585,a002018a,a4008116,a2058003,a340cb97,a0634116,a064c389,a2810584,a1230088
a0624a85,a1e34e89,a5c14582,a9a04b12,a400c60c,a1640515,a0430416,a12b4800,a4654901,a8a2c000,a1a08909,a1c00102
a2248785,a1a25380,a760051b,a78bc191,a0405294,a160c60e,a1a10901,a1248181,a2e40701,a44e4c01,a3e14080,a20ac385
a003818f,a1260ea7,a162018e,a1c0028d,a0258b84,a6604592,a041c016,a0a10002,a0a6c088,a141d81c,a122030c,a0419416
a12c4c07,a68248a5,a1804094,a122908c,a074c783,a3600207,a1a98e14,a006cc20,a1274022,a020c489,a624c289,a101c187
a0604381,a025040e,a2014985,a3a18c12,a06001ae,a0aa430a,a0008b1a,a4804504,a1ce0285,a0494187,a2634001,a4208804
a0018382,a124c398,a000c18f,a1000401,a020c402,a2c1c28c,a5664311,a001c311,a2808b0a,a565038b,a2a20182,a3a68994
a0e20004,a101889b,a221c201,a260868d,a7014301,a0814221,a267818b,a4064507,a5670193,a1a14488,a0610809,a14d8816
a222cc16,a6030c98,a0c0c010,a426a618,a5610403,a1c20085,a2074f04,a0c2c703,a04101a9,a3e4430c,a3a00806,a3e1d384
a0e24885,a020478a,a5448b85,a02191bd,a000c00d,a021c2bb,a2a05019,a260c08c,a2220187,a0e70047,a0258311,a204c804
a044c183,a0614492,a0800492,a0440722,a0470d14,a0c3cc18,a1074a8f,a407470b,a0c2c135,a0601602,a04b8104,a26545a2
a3a50b84,a1c0899e,a0a20687,a6ec058f,a2860d91,a121810a,a3e1c500,a4618382,a06445b5,a0a0c186,a3e64000,a20bc224
a0e25c85,a280d195,a005530e,a00d0f9a,a0e6428a,a022038a,a5c0030f,a361c508,a607c08f,a1028511,a0274602,a0c00403
a000c702,a1440384,a0628d05,a006099b,a184c305,a3639081,a000c00a,a1e0112f,a300408f,a5e104c1,a3680005,a0c4c401
a161c096,a001c783,a0e08108,a021c388,a1614e84,a0ae800d,a0a09402,a2024b1a,a2a7c821,a2621201,a0424a9b,a1a5c200
a0028802,a065d210,a1a8ca81,a061031f,a1698618,a04400b5,a6a1400e,a122578b,a0c0c300,a3404021,a1824096,a1a24401
a0c04586,a0a3c13d,a0a24305,a1c11381,a1e6118a,a1230a11,a224c683,a0e39724,a0e24496,a0440d00,a1e40200,a24e8103
a2838e0c,a2054380,a1a15a90,a1c2c912,a1e88084,a02b0082,a5c1c610,a1251187,a02a4139,a061868a,a0a00625,a0411409
a2000080,a600c581,a000c10d,a2c00311,a0221f05,a0048003,a1208140,a262dd01,a0c2cd84,a32242c1,a0048308,a045c497
a06d4002,a0448394,a3228184,a1a10b05,a0a44686,a062d788,a7c2ca86,a2818612,a0028d8c,a0250580,a1a44611,a081410a
a0a6c28e,a5a88884,a1a2d911,a0a1200f,a1e74501,a0691007,a04203a8,a1229600,a020cc87,a023c1a8,a0284105,a0224113
a0a48608,a2108d87,a0a10324,a0614410,a0238305,a1200101,a2a28310,a0210708,a4a5cc02,a063008c,a2c0040c,a0004c27
a302c00b,a4e02a84,a1428683,a2a94001,a0a3ce27,a080c080,a0014617,a0a20c9c,a2869488,a1650508,a2e4d083,a0c08780
a0204289,a4424003,a1418fa8,a0814c0e,a1e08080,a0444684,a4624c84,a3610d9e,a2688f14,a0c10311,a0804603,a1c30681
a2680425,a3814704,a0a08781,a1e0030b,a1648006,a0a1879b,a16e489d,a0a44980,a0c0c512,a0a5048c,a2205289,a1210386
a0234399,a063d40c,a1410415,a3258109,a1001180,a3060d91,a7020283,a007438a,a1e6d605,a3e20305,a7220787,a1e14384
a040c301,a02b862c,a0c08d16,a2664005,a420c402,a1600911,a1e7c6a3,a14a4c0a,a003008d,a043428c,a0a10586,a0254880
a0e0d09f,a2a00184,a1034a04,a1824100,a363818a,a0288780,a1428800,a243cd92,a285c509,a0424608,a1408d83,a1c08705
a0008381,a3a3d780,a120c111,a0aa0d04,a0028783,a1020012,a4308e10,a100408c,a323800f,a1014486,a0044604,a162826b
a0229685,a1a5098a,a2220b0a,a04304a0,a0430005,a1610681,a0030b94,a2a74606,a1004607,a080c215,a3808119,a04901a7
a0030409,a0404c8f,a180c109,a3470703,a042cd0c,a2aacb2f,a2c68488,a0a00413,a7824684,a009c981,a005011f,a2624002
a5834201,a4a0c208,a129848e,a0284194,a001c283,a0632408,a040460a,a2604e88,a1e3c183,a4c50c93,a103c208,ae024380
a102c113,a0124184,a1c20d9a,a0a1c88b,a2c01485,a042068d,a540001d,a4264505,a0a2cb80,a202ca85,a005510e,a063c508
a2898581,a1880488,a2a0870f,a0c29496,a1e34b0b,a2058203,a00046ad,a061430a,a281c491,a3898280,a04b0800,a2a35b98
a4801698,a105c387,a1400082,a1e05005,a0a4c309,a0210683,a145c404,a2a00189,a002c088,a4404504,a1ae0f00,a0a05ea9
a002c104,a0a2088e,a0e75706,a12a0e8a,a02b8a05,a1e5cc85,a1a0c10f,a0a44009,a14347a6,a1870028,a0494282,a06a0591
a1634c1c,a1210082,a227cb02,a004c004,a1204f12,a260040a,a1a18218,a0030186,a182c080,a1844088,a2e10323,a1628387
a220ca11,a1270100,a0a00304,a0414189,a200c186,a7298c18,a040cd10,a0a1c506,a345c18c,aac31685,a962460b,a041c0c5
a1060d07,a1e3878d,a3010343,a6854100,a2061785,a30460ab,a0a2820a,a1c10788,a0034401,a1240702,a1898a02,a0618089
a000030f,a1080191,a181828c,a00d4087,a3838218,a0e25b09,a0c00782,a1a00489,a046c189,a0034129,a62214ad,a0430306
a2448c20,a2236b90,a2628180,a1800002,a187cb10,a0210708,a687c00c,a088809c,a0430401,a683ce05,a0014f86,a3a6818c
a3e0c60b,a1420496,a00a0284,a2a18395,a0254230,a0200111,a12241a5,a2408683,a0204d04,a64b8395,a3a34284,a1a28701
a20144af,a003c20c,a04d8617,a124818c,a1e20001,a0e28513,a100a68b,a36c121b,a3c10004,a164c283,a1804709,a6e44282
a2008983,a1a40201,a264c227,a2a104c3,a0c18028,a3c69217,a5c3c48b,a0c24301,a7424295,a2a20107,a163c500,a280c415
a0830ba5,a2400090,a2411081,a124821c,a4e88901,a263c409,a0241099,a7408215,a1819598,a1658116,a0e1cb15,a100c016
a1240e9f,a0e2d381,a1a00d95,a383900b,a1a20a0c,a0404e87,a0e04787,a040c340,a000ce0f,a2e18419,a1414100,a1a0e382
a1220283,a1ac4280,a1000b00,a1849282,a2824506,a180c688,a0844002,a060c58a,a0a14110,a0e00a09,a1260703,a0224502
90c400a0,9063892b,90278003,93840980,91c18380,9122c28e,91060989,94200732,91001489,90034382,916600a7,90014605
90c400a0,9063892b,90278003,93840980,91c18380,9122c28e,91060989,94200732,91001489,90034382,916600a7,90014605
a1c4c70c,a064189d,a461878b,a8628aa8,a1028b8e,a001fa84,a8820c00,a0218281,a304c400,a1a545a4,a1008300,a3e34214
a061c81b,a1c0c892,a12409a5,a5475284,a140c394,a0414005,a0468088,a4e083bd,a0c50012,a0818586,a001080c,a0814487
a0a0140c,a3200304,a5448d8a,a064410f,a003530f,a24c0880,a2274786,a0018499,a0214c8e,a22088b8,a183598a,a1130103
a022c315,a0c0121b,a165c099,a262179b,a1a0ca11,a0270482,a0a5834e,a0420620,a04f4182,a6848a18,a264d421,a260d701
a0c7818d,a1068206,a041c113,a201c2a3,a1a1c518,a080810e,a4c00d15,a0240095,a0004127,a0284215,a32382a5,a0e18587
a0224789,a0a84280,a3298286,a182131e,a1054f0b,a1ec0580,a0e0060b,a2209003,a080d011,a009d204,a1245c82,a0858499
a0638f0d,a022089a,a32a0681,a02a8380,a0420b08,a240108f,a0008b27,a001d511,a2c04714,a2604104,a102c201,a02d1897
a0008592,a0a387bb,a2c8408b,a22000a9,a123c804,a0414286,a0030404,a0e4c080,a0838b05,a401160d,a2828700,a0444112
a021c00b,a4430500,a127c108,a1438996,a3600981,a0c7800a,a183420b,a3a3408d,a360c189,a066470f,a1011508,a1620881
a066c635,a121c684,a0054716,a2430a05,aa40c680,a120c205,a6a34402,a0634a04,a001008b,a160c580,a430d100,a2a30702
a0e24900,a0a30301,a4a2c700,a003c481,a0e18408,a1804212,a3218780,a1038083,a1054000,a0c18187,a1b0e390,a141d0a2
a500c211,a041c792,a6200287,a0854a10,a4a2d996,a1030083,a0014091,a125c00b,a4224119,a085d986,a7240481,a207078a
a0c1871d,a6c61b83,a0401585,a0680298,a0c48521,a220c081,a081c08c,a5818414,a0e1c299,a3a40dba,a001c501,a1a2c684
a4020194,a1408903,a146c68a,a106c485,a0034190,a0c00084,a323c838,a2e08634,a0a5820a,a122c128,a1e04100,a2e04c82
a1020381,a1a20380,ab85448c,a0201603,ab02048e,a2e68087,a06e0288,a1014706,a1e0c544,a0004d90,a244c748,a087088b
a180c280,a480430f,a1c7d402,a060c603,a0264484,a040849b,a2428680,a0e20c10,a00a018e,a72000f0,a0e60b8e,a160c100
a0c2c080,a261810c,a2270492,a6a0c080,a36a0180,a0e2c316,a072428b,a264450e,a142c096,a2224381,a0edc981,a182041a
a001c081,a2410085,a100589f,a04c841d,a040021c,a1020491,a5018602,a1244488,a12109ca,a0430007,a540c404,a120ca97
a2028412,a0e24803,a0c48310,a000828a,a0828094,a0448499,a0e04036,a0a11100,a101d8c0,a24586a3,a0610600,a4868fad
a4a1c187,a3420e97,a141ce06,a42d458d,a422d90e,a1804481,a00c42e4,a2038180,a12042a5,a0c08092,a1a0cc0e,a0c38288
a1260411,a1404805,a000c2ba,a22e0184,a0e1c298,a0000782,a221c01c,a0604f0a,a0c2419c,a0a15b09,a3a0cc91,a31a8608
a1610303,a2e01e0e,a041dd02,a1e18709,a4a38781,a0070a01,a06a8016,a04ac480,a1450002,a2414186,a34307a9,a342c093
a042c501,a58208bc,a5a3c217,a2018704,a141c615,a0a20385,a160d9a8,a040810a,a1838312,a0854103,a0c18405,a0a35280
a0e20c81,a0288b11,a3038e32,a2638b85,a12a8204,a0c0910b,a1010601,a1664503,a5a0c617,a0838708,a44280ae,a282c043
a0238403,a042811a,a1a50087,a0218205,a1208485,a1a04306,a1220904,a0c14196,a1050711,a561c20f,a1a691a8,a2034491
a0670e01,a1420080,a1000425,a028c900,a0204011,a121cba2,a54007a1,a041048e,a440c101,a3e4490d,a2c70b14,a0824905
a3844794,a2c08704,a0004984,a1c30380,a42100b2,a102c08d,a1618118,a1c001d0,a0a1c787,a1c2ca13,a0ee8594,a349ce09
a0468382,a2a00d11,a0419182,a1040307,a123c1b2,a3074407,a1c18c04,a1050889,a1448585,a0a0800c,a182cb21,a3a2c219
a0894294,a064c881,a4c38315,a042cd0d,a1640199,a060c39b,a5120899,a1a78a80,a0840b94,a1434296,a3e40f80,a1e9c597
a326492a,a020819f,a0e20421,a0420188,a2320682,a1c38105,a0841315,a0c38197,a1e40e00,a1e24393,a0630407,a0c70685
a2800418,a283c214,a1600489,a281c001,a0e00002,a0e14082,a1204202,a5e986a4,a0610e01,a165c102,a0a0420f,a1c24d21
a3814c0c,a140020a,a0400389,a265400c,a180c283,a2e0c210,a049018b,a225c604,a2200089,a3e30703,a0c00288,a084c696
a2800383,a38042a0,a0420702,a066c113,a1274801,a0844d1b,a049c080,a084c581,a10701ad,a20b468b,a241db15,a0a10190
a380c224,a565c105,a0418102,a380478f,a683c0a4,a1e58213,a0c6020b,a4a00201,a2a0c490,a2a10708,a306c305,a983004f
a024020d,a4400aa5,a04dc286,a0e580ac,a2d0c58e,a0eb5e83,a0c49009,a4439232,a0e08e0a,a0c3002a,a0414903,a201c80c
a54184c5,a6814533,a0244207,a2ca4a16,a2608689,a52107b9,a3208b87,a0434081,a1e04189,a244cd81,a0228b1c,a3804054
a1878201,a221ca83,a2450b04,a200858a,a500c305,a082c082,a00b5114,a0230083,a3e24581,a20a400e,a2218814,a1838134
a1c14180,a2068289,a3a4810a,a0e5c792,a6e68029,a16fc714,a0604181,a4414601,a7c10000,a0634b89,a2c34a19,a1e28a0d
a7ecc283,a0e20180,a083c012,a001c536,a240ce81,a164158f,a1664405,a10fc180,a1a6c41d,a040d08a,a040128e,a3810f2b
a042490b,a3408705,a0648802,a0228489,a163d409,a002cc84,a0001009,a3410882,a22dc38a,a4c2089c,a0414302,a2e74101
a061c79e,a422030c,a0828389,a16088aa,a0230d81,a0435312,a209c902,a321c680,a0c74605,a1c60995,a400c187,a1014202
a04a0104,a021000f,a2200400,a0edc303,a069ca87,a1608a03,a640808d,a1c0c40e,a0a24116,a122490d,a081001a,a140c390
a0688207,a1804482,a3034609,a020068c,a8a00889,a88202a0,a2004084,a2c80101,a0098182,a0104285,a0034104,a1a0c189
a1a0cd0f,a164c49d,a1620781,a1e34102,a481048c,a303810d,a022450d,a1424d0b,a0034e21,a6240781,a1438209,a249c191
a3e8004c,a3c28206,a1a092b0,a1c3451e,a086c512,a0641004,a2054884,a0259004,a0238447,a201471a,a3a24221,a2c9cd8d
a325408a,a0c2cd85,a161451a,a1c8d785,a2024303,a3016d02,a0a9868d,a080c304,a1264713,a1834783,a108c59c,a2075203
a3834b8c,a0000116,a0c00784,a0c3818b,a381c780,a2240511,a0a36301,a1a58094,a0468783,a121040b,a2428193,a005c783
a1234d05,a0624014,a041130e,a22d0284,a16a418b,a0670085,a064819a,a047ce95,a1031408,a0240684,a180d10b,a2e78195
a0e4c58c,a3e28e06,a2c04481,a0c44207,a0458252,a620038a,a0c50b27,a0428b8a,a2a50487,a063440d,a4214018,a1c1c10d
a100c401,a265101f,a6a98000,a1e74005,a0e083b4,a1460f8c,a020c287,a280c58b,a001049a,a2220391,a2c5181c,a0a48720
a42644a2,a1445a82,a4400004,a202ce8a,a220478a,a0448293,a0824682,a0c5020e,a0624489,a0c38705,a1830299,a0cd019c
a0204012,a32881a1,a220c44f,a0c0c887,a160e106,a0e11582,a1690480,a225c021,a2610991,a0214596,a044c7a7,a5e0431b
a5408083,a2609005,a0604482,a0484280,a3c30b80,a3281803,a0208399,a3a30512,a2230525,a3440081,a2624300,a4e14101
a1024203,a2a40702,a0214902,a2220303,a0a2c2a0,a2058a86,a3018e06,a0600c08,a0a18106,a0a540ad,a1a20216,a0410082
a1e0c69a,a364d197,a0c05306,a4c28387,a0a38188,a9444981,a341ca13,a041c30e,a00e0284,a02483b1,a10146b4,a040060d
a1424228,a0c20302,a7a34409,a2c6c1a6,a321a385,a1c68113,a1a28181,a1c0820a,a025c099,a1240316,a0634111,a0820081
a0a29102,a0010102,a3a00288,a024070f,a2a08a01,a0400892,a042c017,a3e343b1,a1a2c905,a161c486,a10c4010,a3a7cf03
a0e5438b,a02a8191,a0654184,a0800407,a061000d,a141c21e,a148c080,a0c54fa7,a5424191,a121c01d,a0020a04,a3e3ca0b
a203c908,a0824c86,a2200305,a3044901,a0a5c704,a14dc486,a360c50d,a0c0c602,a3614401,a0209ca4,a0c2c58f,a3e20303
a3058384,a1028205,a4640902,a1a14205,a0d09b03,a0005b8c,a0230018,a0e20908,a6a34004,a282c880,a2ab8501,a0819493
a22b8581,a2610a0d,a2c04606,a1624786,a0e1d107,a20088a1,a0c0c40e,a0884406,a1230f86,a027c7fd,a4610095,a00a0093
a0e2801e,a2810087,a120011a,a2c15010,a0290382,a7a041a4,a1360f0f,a0c28a84,a3a30182,a400c421,a54084ac,a0cac080
a3e00601,a5e01808,a0a0c024,a0024b0d,a022c51b,a043c309,a0e1849b,a2010109,a1e1cd10,a0c10687,a120860b,a1848684
a0c88293,a4805981,a2a1cd05,a003c980,a1e74e01,a225c583,a22a0025,a1c64423,a6ac899b,a0258284,a2afcc80,a0e00918
a1448102,a240c111,a0008019,a520a684,a0c14218,a1868b84,a0818696,a1001b91,a0408094,a0c4cb09,a1a04010,a1808803
a0274607,a04e1605,a3b00195,a0418308,a080c1c9,a2a18008,a2c84100,a0e74714,a0224097,a2c6c415,a08888a0,a0a38226
a124c102,a0e288a6,a3a11b92,a1400b17,a1288809,a2c3dc9d,a281820a,a080401c,a1c1c581,a561c301,a1e18984,a164c304
a1c20780,a484030b,a1a20584,a0c0031a,a106cba5,a1828187,a023078b,a124cc85,a1204681,a2a08089,a1404398,a303c005
a1446217,a2238732,a266038f,a0e9c820,a0c39511,a382d08b,a1a3c286,a1820385,a0411702,a0c20a03,a1628905,a2e1d128
a1c0c194,a0629085,a360c303,a004c10b,a0c20787,a0034282,a3c28004,a1c7ca91,a1e10084,a260c88b,a022060b,a0810998
a1014d03,a1a30806,a064c681,a024c28b,a0420a81,a0e00380,a6408806,a5c20703,a060001a,a6698d18,a2814c1c,a3a4d183
a120c988,a3016105,a0e94200,a3828989,a184c109,a240ce08,a6e7c204,a10082a5,a2c2858f,a0248595,a2210b8f,a0a8ca09
a3634786,a0268b48,a1614b09,a0a8818e,a183cf21,a8218105,a3000790,a264440d,a0e3c18b,a0e14080,a3c10d0d,a2c386ae
a0624905,a2858787,a2c14948,a6848e00,a4a5868a,a025890b,a1005483,a0e5450e,a0020209,a0a08f0f,a16249aa,a1c44010
a1a8c398,a2c98204,a144ccfb,a3a54a1d,a083c604,a1234501,a0610b0f,a040d601,a0860784,a52f478d,a0c28490,a0a28399
a1000201,a3078c8e,a3e6c0a4,a0648000,a1814008,a0a3c58c,a1e7c883,a0258305,a0830491,a5c30d0e,a162c603,a0c8909c
a7420e81,a060cb8e,a10086b7,a0a10501,a1401a91,a0000698,a0a1808c,a0e30785,a0e38681,a2c14a84,a0802300,a300010b
a0838d08,a3a25800,aa414891,a0000304,a1600500,a1055583,a0c3830d,a3e041ae,a000871b,a1200485,a1630591,a2f58b82
a0420780,a06280b6,a1028913,a2610287,a0e34811,a1684708,a0258382,a5a44403,a30a1980,a0074617,a1c1c1e3,a0054103
a261419d,a2034494,a1400080,a24b0709,a1c6010a,a3404129,a14085a8,a5a1c987,a023050b,a0404382,a3c6c58e,a0050106
a14f8296,a0e647d6,a187841a,a180c193,a1e08c88,a2000786,a1418108,a2e0500b,a3e1c289,a520cc14,a002811a,a200c2a3
a2228606,a0440237,a4c90e04,a1454306,a1644209,a4a34107,a0630610,a4e99284,a1c34328,a026870a,a100468d,a3abcc89
a043c0a0,a120c233,a0c50091,a085c345,a225c508,a0818607,a0428302,a0900019,a2004700,a022cd87,a320c001,a1018015
a0e4481b,a042c08c,a1020704,a2e45610,a0e043a2,a2804282,a0a18081,a3a1c230,a182420b,a022c400,a06013a5,a0020d83
a0c154a8,a148409b,a3198112,a1054706,a1c58503,a0810910,a2e5820e,a0050f86,a3a4c184,a0200010,a0444b82,a8e25983
a1614105,a220001b,a0a1838c,a1cb8815,a3458e8e,a2014e00,a1044203,a1664918,a5c008bd,a2c7ca88,a0e3890e,a02b830a
a0274c07,a3280000,a043c403,a4618b9c,a00c8d0d,a0c04114,a100858b,a0715213,a0610289,a0e09600,a061440c,a0e98c01
a0c00214,a48b8c8f,a0810f57,a1820116,a5614612,a0044286,a164018d,a1420403,a402c495,a5e0c403,a2208484,a2804003
a0821f88,a52dc683,a0818396,a281c086,a3484f01,a284060a,a1c10683,a181890e,a00a8f88,a6a69187,a4c24d91,a020c803
a1204110,a461481a,a66cc103,a0270204,a080018a,a36b8276,a2060124,a1d20c01,a3838085,a2068615,a2034ea4,a0c28285
a0ef4804,a2e10e92,a461020d,a0200387,a042449e,a047448d,a3c00502,a02188a4,a126448f,a042c08c,a167d13e,a1618182
a0622808,a4a20b03,a1caca1d,a0c10f05,a4c21085,a3070d98,a14049ba,a286000f,a2c7c502,a04bcc11,a0030081,a1e0c18d
a2ea0401,a064229d,a0a2ce87,a0a18415,a061c097,a5838386,a2c88199,a220058c,a0a2c182,a1c00184,a3030c00,a323851d
a06a85a0,a1248c94,a4030010,a1c30007,a0c1c487,a1610705,a120c697,a009c2a7,a3c3c208,a0a00118,a1a70103,a1e1c18d
a2249186,a203c103,a0478b34,a1a7458f,a2e48088,a3458f89,a3a30526,a0618905,a1c382a1,a240c008,a1035508,a1a889a8
a18fc286,a000c383,a041c105,a381a78b,a702c625,a3e48281,a1a5c713,a24ad3a6,a1e18a13,a0868588,a06a9a06,a1809803
a3028584,a1a14100,a3a04217,a0004113,a041c337,a106019e,a0c0c003,a0210382,a0c1468c,a1a286a0,a004400a,a1cbc2a6
a2284115,a0058e03,a060c20d,a36342bb,a0e38014,a0824323,a1604710,a2428416,a0618303,a4c08083,a063d681,a4030088
a022c0aa,a241c782,a123001b,a2a84010,a440068a,a3228098,a0904816,a0e60380,a0848000,a1280202,a1655c84,a401408a
a0a1c581,a1c04e2b,a1614117,a1e04005,a1c083a9,a2800008,a240411a,a1a1441b,a2c05982,a3a1ca00,a2220e0d,a2688337
a3804f03,a1604404,a0480507,a1010f07,a1c08686,a1858804,a120c086,a0c4c78a,a147c600,a042c092,a183c10b,a1a60010
a0e1008a,a283840f,a0670616,a1c68b99,a1408114,a1a31800,a2054626,a246c499,a0640098,a120ca9c,a2634785,a5c58711
a0a04180,a164c006,a103860b,a088c407,a2014620,a0e40f0f,a1a0c00f,a2a10183,a1a18586,a0600002,a641830a,a020c792
a200c184,a0e2c49f,a1c14010,a02c4100,a0044082,a2c2489b,a1238184,a061820e,a160cc02,a2ad0902,a0674500,a0408902
